race_id,bet_type,combination,amount,popularity
202305040805,単勝,11,300,1
202305040805,複勝,11,120,1
202305040805,複勝,9,140,2
202305040805,複勝,7,1520,12
202305040805,複勝,8,400,8
202305040805,枠連,6-7,420,1
202305040805,馬連,9-11,730,1
202305040805,ワイド,9-11,220,1
202305040805,ワイド,7-11,3620,42
202305040805,ワイド,8-11,760,18
202305040805,ワイド,7-9,4530,48
202305040805,ワイド,8-9,1110,23
202305040805,馬単,11-9,1200,1
202305040805,三連複,7-9-11,15140,75
202305040805,三連複,8-9-11,2640,19
202305040805,三連単,11-9-7,40860,258
202305040805,三連単,11-9-8,9100,53
