race_id,bet_type,combination,amount,popularity
202403030112,単勝,3,260,1
202403030112,複勝,3,140,1
202403030112,複勝,11,1370,14
202403030112,複勝,2,700,13
202403030112,複勝,5,280,5
202403030112,枠連,2-6,940,3
202403030112,馬連,3-11,12540,39
202403030112,ワイド,3-11,2510,45
202403030112,ワイド,2-3,1070,19
202403030112,ワイド,3-5,470,5
202403030112,ワイド,2-11,17850,108
202403030112,ワイド,5-11,8320,83
202403030112,馬単,3-11,16580,52
202403030112,三連複,2-3-11,47020,209
202403030112,三連複,3-5-11,27690,153
202403030112,三連単,3-11-2,164810,853
202403030112,三連単,3-11-5,122050,682
