race_id,bet_type,combination,amount,popularity
202630090811,単勝,4,240,1
202630090811,複勝,4,100,1
202630090811,複勝,2,140,5
202630090811,複勝,3,130,4
202630090811,複勝,7,110,2
202630090811,枠連,2-4,850,4
202630090811,馬連,2-4,930,4
202630090811,ワイド,2-4,270,6
202630090811,ワイド,3-4,300,9
202630090811,ワイド,4-7,170,2
202630090811,ワイド,2-3,570,13
202630090811,ワイド,2-7,280,7
202630090811,馬単,4-2,1530,6
202630090811,三連複,2-3-4,1400,11
202630090811,三連複,2-4-7,700,5
202630090811,三連単,4-2-3,5610,42
202630090811,三連単,4-2-7,2410,10
