race_id,bet_type,combination,amount,popularity
202305050211,単勝,9,240,1
202305050211,複勝,9,110,1
202305050211,複勝,17,180,4
202305050211,複勝,4,140,2
202305050211,複勝,14,190,5
202305050211,枠連,5-8,760,3
202305050211,馬連,9-17,1170,3
202305050211,ワイド,9-17,300,3
202305050211,ワイド,4-9,210,1
202305050211,ワイド,9-14,320,4
202305050211,ワイド,4-17,510,8
202305050211,ワイド,14-17,790,16
202305050211,馬単,9-17,1640,3
202305050211,三連複,4-9-17,990,2
202305050211,三連複,9-14-17,1790,8
202305050211,三連単,9-17-4,3650,5
202305050211,三連単,9-17-14,5600,17
