race_id,race_name,surface,distance_m,track_condition,waku,horse_number,horse_name,sex_age,weight_carried,jockey,trainer,horse_weight,win_odds,horse_id,jockey_id,trainer_id
202606040609,松戸特別,ダート,2400,重,1,1,キタノファーンヒル,牝3,50.0,江田照,栗東加藤公,,---.-,2023104820,00689,01215
202606040609,松戸特別,ダート,2400,重,2,2,ビッグベルーガ,牡6,54.0,菊沢,栗東牧浦,,---.-,2020102760,01161,01113
202606040609,松戸特別,ダート,2400,重,3,3,コズミックダンサー,牡4,57.0,西村淳,栗東橋田,,---.-,2022104740,01171,01218
202606040609,松戸特別,ダート,2400,重,4,4,コルデアニル,牝6,50.0,上里,美浦金成,,---.-,2020103154,01217,01132
202606040609,松戸特別,ダート,2400,重,5,5,マッドゲイル,牡3,53.0,横山武,美浦上原佑,,---.-,2023103701,01170,01192
202606040609,松戸特別,ダート,2400,重,5,6,ビップチェイス,牡5,54.0,杉原,美浦田島,,---.-,2021105763,01135,01112
202606040609,松戸特別,ダート,2400,重,6,7,カフェアローロ,牝5,52.0,石神道,美浦古賀慎,,---.-,2021100469,01209,01079
202606040609,松戸特別,ダート,2400,重,6,8,ニヒトツーゼーア,牡4,55.0,ルメール,栗東中竹,,---.-,2022102383,05339,01039
202606040609,松戸特別,ダート,2400,重,7,9,オオタチ,牡4,57.0,佐々木,美浦久保田,,---.-,2022101234,01197,01067
202606040609,松戸特別,ダート,2400,重,7,10,シャローファースト,牡3,54.0,横山和,栗東安田,,---.-,2023107258,01140,01164
202606040609,松戸特別,ダート,2400,重,8,11,ダブルジャッジ,セ5,53.0,ミシェル,栗東笹田,,---.-,2021105221,05586,01104
202606040609,松戸特別,ダート,2400,重,8,12,エーデル,牝5,51.0,丸田,美浦金成,,---.-,2021105321,01117,01132
